Hour,Month,Day,DayOfWeek,Quarter,WeekOfYear,Zone_encoded,Renewable_energy_percentage_RE%,Carbon-free_energy_percentage_CFE%,Carbon_Efficiency,Clean_Energy_Gap,Carbon_Intensity_MA_24h,RE_Percentage_MA_24h
11,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.1804877696482826,-0.2519523055168874,-0.3543404461937708,-0.4282186791577623,0.5024188177924133,-0.2961558419144939
12,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.6312692941330078,-0.6721087398095701,-0.5833317238453181,-0.3314179955321934,0.5227943396067181,-0.326563352755713
13,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.7981702222066912,-0.8268651545060142,-0.6603032426497629,-0.2910843773548724,0.5491792780235862,-0.3656811383373843
14,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.7780526996263811,-0.8037240083831815,-0.6509406727690202,-0.2709175682662127,0.5707713786250479,-0.3981146211280126
15,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.7512293361859678,-0.7733512540969635,-0.6384644942443527,-0.2467173973598203,0.5881717260233669,-0.4246581710112866
16,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.75569989675937,-0.7791365406276717,-0.6405748652562215,-0.2547841209952849,0.6037774942492216,-0.4483669107213953
17,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.7467587756125655,-0.7668428067499168,-0.636304380790744,-0.2346173119066244,0.6171376153327709,-0.4688974208167433
18,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.6707592458647277,-0.6836793128709865,-0.601271949599075,-0.1821836082761077,0.6261952753935309,-0.4828867953238181
19,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.6603279378601223,-0.6742782222585856,-0.5964400209366979,-0.1862169700938396,0.6339920337694059,-0.4949061109175334
20,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.6357398547064101,-0.6467981112377218,-0.5845312283726659,-0.1660501610051798,0.6399906860856058,-0.504498620382083
21,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.6379751349931112,-0.6511370761357528,-0.58573943653648,-0.1781502464583757,0.6456001099681399,-0.5133303409594631
22,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.6379751349931112,-0.6511370761357528,-0.5857527600525011,-0.1781502464583757,0.6507285449737192,-0.5213940858344623
23,1,1,0.4993588189569071,-1.350442535864218,1.7583046414259416,4,-0.651386816713318,-0.6713855789932316,-0.5926402459038553,-0.2184838646356959,0.6561255722569,-0.5293977678227202
0,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.711739384454248,-0.7400858565453913,-0.621546970114283,-0.2749509300839446,0.6540506953056199,-0.5259982353069321
1,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.7609155507616726,-0.8022776867505044,-0.6450078594100318,-0.3556181664385851,0.6526522672663558,-0.5234485859200907
2,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.5560148578140702,-0.6128095528698109,-0.5493873355609331,-0.4080518700691011,0.6519823226708017,-0.5218848009628283
3,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.1842132367927846,-0.2584607528639341,-0.3583977017351458,-0.4443521264286901,0.650486329884612,-0.519369146901145
4,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.1335468836275593,-0.2165174255162998,-0.3312181513758906,-0.4846857446060111,0.6490358673136555,-0.5168874881646196
5,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.1000176793270426,-0.1861446712300816,-0.3127110347901264,-0.4967858300592062,0.6505448687327676,-0.5182812964960929
6,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.1134293610472493,-0.2035005308222064,-0.3203797291345959,-0.5209860009655993,0.6537319837989968,-0.5218508056376704
7,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.0530767933063192,-0.139862378984416,-0.2855321836526917,-0.4927524682414735,0.6524603899307369,-0.5197091001527239
8,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.0515866064485182,-0.136969735719062,-0.284529120765931,-0.4846857446060111,0.6521189133164976,-0.5187572310483034
9,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.0538218867352194,-0.136969735719062,-0.2855657620104464,-0.4725856591528145,0.6518262190757212,-0.5179073479193559
10,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.0933118384669392,-0.1724046157196496,-0.3076323383006314,-0.4564522118818853,0.6521872086393451,-0.5179413432445141
11,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.1834681433638843,-0.2548449487822414,-0.3572257271833143,-0.4282186791577609,0.6526522672663567,-0.5180773245451454
12,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.6208379861284027,-0.6612613275644922,-0.5791159806770085,-0.3273846337144607,0.6526750323739721,-0.5176013899929353
13,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.7996604090644919,-0.8283114761386914,-0.6615677409919342,-0.2910843773548732,0.6530848043110588,-0.517669380643251
14,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.7773076061974808,-0.8015545259341659,-0.6511543627688758,-0.2628508446307481,0.653387255026527,-0.5176353853180932
15,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.7393078413235619,-0.7567185553211774,-0.6333293724509746,-0.2184838646356959,0.6531953776909079,-0.517091460115567
16,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.7348372807501596,-0.7538259120558233,-0.63135523605429,-0.2265505882711598,0.6527270669056655,-0.5161395910111466
17,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.7199354121721522,-0.7364700524636987,-0.624308081657801,-0.2104171410002313,0.6520701309430347,-0.5149157593054625
18,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.6871513013005357,-0.6981425291977569,-0.6091367774057196,-0.1741168846406438,0.652691293165126,-0.5156636564589361
19,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.6744847130092294,-0.6880182777690175,-0.603397234251948,-0.1862169700938396,0.6532994467542949,-0.5163095676369358
20,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.6528770035711187,-0.6641539708298462,-0.5930388919872006,-0.1700835228229111,0.654040938830928,-0.517091460115567
21,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.657347564144521,-0.6684929357278774,-0.5951413031869052,-0.1700835228229111,0.6547791787493297,-0.5179753385696719
22,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.7132295713120489,-0.7371932132800373,-0.6222256107731717,-0.2507507591775522,0.6578231988534017,-0.5214088664106179
23,1,2,0.9990596645021408,-1.350442535864218,1.7583046414259416,4,-0.7303667201767573,-0.7552722336885004,-0.6302356930109491,-0.2588174828130168,0.6607826628434721,-0.5250123708773534
0,1,3,1.4987605100473749,-1.350442535864218,1.7583046414259416,4,-0.749739149328167,-0.7769670581786561,-0.6393053462542472,-0.2749509300839446,0.6621680822498127,-0.5267461324604054
1,1,3,1.4987605100473749,-1.350442535864218,1.7583046414259416,4,-0.7691115784795768,-0.80444716919952,-0.648682224006722,-0.3233512718967288,0.662405489800664,-0.527120081037142
