Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,India,Western India,IN-WE,702.48,760.73,6.76,2.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 01:00:00,India,Western India,IN-WE,703.89,762.23,6.57,2.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 02:00:00,India,Western India,IN-WE,704.12,762.52,6.54,2.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 03:00:00,India,Western India,IN-WE,703.69,762.15,6.6,3.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 04:00:00,India,Western India,IN-WE,704.27,762.79,6.52,3.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 05:00:00,India,Western India,IN-WE,704.26,762.78,6.52,3.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 06:00:00,India,Western India,IN-WE,693.84,752.28,7.91,5.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 07:00:00,India,Western India,IN-WE,679.5,737.53,9.81,7.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 08:00:00,India,Western India,IN-WE,678.95,736.94,9.89,7.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 09:00:00,India,Western India,IN-WE,676.47,734.34,10.22,7.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 10:00:00,India,Western India,IN-WE,674.75,732.55,10.45,7.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 11:00:00,India,Western India,IN-WE,675.63,733.42,10.33,7.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 12:00:00,India,Western India,IN-WE,692.37,750.46,8.11,5.01,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 13:00:00,India,Western India,IN-WE,695.89,754.05,7.64,4.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 14:00:00,India,Western India,IN-WE,693.74,751.8,7.92,4.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 15:00:00,India,Western India,IN-WE,691.82,749.76,8.17,4.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 16:00:00,India,Western India,IN-WE,691.57,749.47,8.21,4.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
