Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-01 00:00:00,India,Western India,IN-WE,638.22,692.48,15.01,12.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 01:00:00,India,Western India,IN-WE,644.54,699.21,14.16,11.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 02:00:00,India,Western India,IN-WE,622.4,676.81,17.1,14.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 03:00:00,India,Western India,IN-WE,588.36,642.36,21.64,19.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 04:00:00,India,Western India,IN-WE,589.77,644.13,21.45,19.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 05:00:00,India,Western India,IN-WE,588.86,643.29,21.58,19.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 06:00:00,India,Western India,IN-WE,581.07,635.39,22.61,20.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 07:00:00,India,Western India,IN-WE,577.71,631.93,23.06,20.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 08:00:00,India,Western India,IN-WE,578.57,632.84,22.94,20.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 09:00:00,India,Western India,IN-WE,580.96,635.37,22.62,20.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 10:00:00,India,Western India,IN-WE,584.18,638.67,22.19,19.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 11:00:00,India,Western India,IN-WE,594.6,649.28,20.81,18.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 12:00:00,India,Western India,IN-WE,638.72,694.18,14.93,12.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 13:00:00,India,Western India,IN-WE,658.2,714.01,12.34,9.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 14:00:00,India,Western India,IN-WE,655.19,710.8,12.74,9.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
