Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 00:00:00,India,Western India,IN-WE,716.64,774.68,5.48,2.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 01:00:00,India,Western India,IN-WE,717.3,775.38,5.4,2.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 02:00:00,India,Western India,IN-WE,718.02,776.2,5.3,2.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 03:00:00,India,Western India,IN-WE,717.52,775.75,5.37,2.73,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 04:00:00,India,Western India,IN-WE,718.39,776.7,5.25,2.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 05:00:00,India,Western India,IN-WE,719.26,777.63,5.14,2.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 06:00:00,India,Western India,IN-WE,714.16,772.41,5.8,3.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 07:00:00,India,Western India,IN-WE,711.7,769.84,6.13,3.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 08:00:00,India,Western India,IN-WE,710.73,768.81,6.26,3.73,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 09:00:00,India,Western India,IN-WE,705.36,763.25,6.96,4.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 10:00:00,India,Western India,IN-WE,699.65,757.34,7.71,5.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 11:00:00,India,Western India,IN-WE,697.96,755.53,7.94,5.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 12:00:00,India,Western India,IN-WE,707.75,765.58,6.62,3.84,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 13:00:00,India,Western India,IN-WE,709.77,767.7,6.32,3.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 14:00:00,India,Western India,IN-WE,709.34,767.34,6.35,3.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 15:00:00,India,Western India,IN-WE,707.21,765.09,6.63,3.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 16:00:00,India,Western India,IN-WE,707.85,765.72,6.56,3.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 17:00:00,India,Western India,IN-WE,708.76,766.64,6.45,3.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 18:00:00,India,Western India,IN-WE,708.34,766.08,6.47,3.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 19:00:00,India,Western India,IN-WE,709.1,766.84,6.38,2.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 20:00:00,India,Western India,IN-WE,708.86,766.57,6.42,2.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 21:00:00,India,Western India,IN-WE,708.91,766.63,6.41,2.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 22:00:00,India,Western India,IN-WE,709.04,766.77,6.39,2.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 23:00:00,India,Western India,IN-WE,708.89,766.61,6.41,2.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 00:00:00,India,Western India,IN-WE,710.64,768.47,6.18,2.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 01:00:00,India,Western India,IN-WE,712.77,770.74,5.9,2.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 02:00:00,India,Western India,IN-WE,714.04,772.14,5.73,3.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 03:00:00,India,Western India,IN-WE,713.67,771.84,5.78,3.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 04:00:00,India,Western India,IN-WE,713.26,771.42,5.84,3.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 05:00:00,India,Western India,IN-WE,714.34,772.58,5.69,3.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 06:00:00,India,Western India,IN-WE,705.32,763.42,6.86,4.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 07:00:00,India,Western India,IN-WE,702.77,760.82,7.19,4.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 08:00:00,India,Western India,IN-WE,703.13,761.15,7.15,4.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 09:00:00,India,Western India,IN-WE,702.21,760.2,7.27,4.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
