Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 00:00:00,India,Northern India,IN-NO,647.33,704.7,13.73,11.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 01:00:00,India,Northern India,IN-NO,647.92,705.3,13.66,11.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 02:00:00,India,Northern India,IN-NO,633.68,690.79,15.55,13.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 03:00:00,India,Northern India,IN-NO,538.84,594.18,28.18,26.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 04:00:00,India,Northern India,IN-NO,519.72,574.72,30.72,29.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 05:00:00,India,Northern India,IN-NO,507.62,562.38,32.33,30.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 06:00:00,India,Northern India,IN-NO,486.92,541.22,35.08,33.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 07:00:00,India,Northern India,IN-NO,482.61,536.81,35.65,33.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 08:00:00,India,Northern India,IN-NO,501.69,556.25,33.2,31.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 09:00:00,India,Northern India,IN-NO,492.41,546.78,34.37,32.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 10:00:00,India,Northern India,IN-NO,496.98,551.4,33.76,31.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 11:00:00,India,Northern India,IN-NO,516.91,571.67,31.09,29.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
