Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,India,Northern India,IN-NO,635.56,691.81,15.57,12.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 01:00:00,India,Northern India,IN-NO,637.46,693.84,15.32,12.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 02:00:00,India,Northern India,IN-NO,624.65,680.89,17.02,14.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 03:00:00,India,Northern India,IN-NO,534.28,588.95,29.03,27.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 04:00:00,India,Northern India,IN-NO,526.56,581.16,30.05,28.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 05:00:00,India,Northern India,IN-NO,527.91,582.59,29.87,28.39,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 06:00:00,India,Northern India,IN-NO,495.27,549.21,34.21,32.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 07:00:00,India,Northern India,IN-NO,492.44,546.32,34.58,32.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 08:00:00,India,Northern India,IN-NO,488.3,542.07,35.13,33.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 09:00:00,India,Northern India,IN-NO,479.71,533.27,36.27,34.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 10:00:00,India,Northern India,IN-NO,483.28,536.85,35.8,33.73,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 11:00:00,India,Northern India,IN-NO,509.15,563.15,32.36,30.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 12:00:00,India,Northern India,IN-NO,634.25,690.54,15.74,13.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 13:00:00,India,Northern India,IN-NO,633.72,689.94,15.81,13.01,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 14:00:00,India,Northern India,IN-NO,631.97,688.07,16.05,12.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 15:00:00,India,Northern India,IN-NO,630.24,686.21,16.28,12.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 16:00:00,India,Northern India,IN-NO,629.17,685.07,16.42,12.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 17:00:00,India,Northern India,IN-NO,622.07,677.48,17.36,12.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 18:00:00,India,Northern India,IN-NO,637.45,693.86,15.25,12.43,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 19:00:00,India,Northern India,IN-NO,634.68,690.88,15.62,12.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 20:00:00,India,Northern India,IN-NO,631.1,687.06,16.1,12.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 21:00:00,India,Northern India,IN-NO,629.4,685.23,16.32,12.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 22:00:00,India,Northern India,IN-NO,631.27,687.19,16.08,12.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 23:00:00,India,Northern India,IN-NO,634.7,690.84,15.62,12.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
