Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,India,Northern India,IN-NO,612.5,668.99,17.68,14.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 01:00:00,India,Northern India,IN-NO,612.48,668.97,17.68,14.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 02:00:00,India,Northern India,IN-NO,595.44,651.6,19.97,16.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 03:00:00,India,Northern India,IN-NO,485.38,539.53,34.76,32.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 04:00:00,India,Northern India,IN-NO,467.28,521.14,37.2,35.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 05:00:00,India,Northern India,IN-NO,455.31,508.91,38.81,36.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 06:00:00,India,Northern India,IN-NO,433.29,486.36,41.77,39.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 07:00:00,India,Northern India,IN-NO,428.6,481.55,42.4,40.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 08:00:00,India,Northern India,IN-NO,427.62,480.53,42.53,40.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 09:00:00,India,Northern India,IN-NO,432.41,485.41,41.88,39.43,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 10:00:00,India,Northern India,IN-NO,436.63,489.66,41.32,38.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 11:00:00,India,Northern India,IN-NO,461.38,514.82,37.99,35.05,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 12:00:00,India,Northern India,IN-NO,607.22,663.38,18.39,14.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 13:00:00,India,Northern India,IN-NO,609.29,665.54,18.11,14.43,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 14:00:00,India,Northern India,IN-NO,609.17,665.41,18.13,14.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 15:00:00,India,Northern India,IN-NO,608.96,665.19,18.16,14.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 16:00:00,India,Northern India,IN-NO,609.95,666.25,18.02,14.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 17:00:00,India,Northern India,IN-NO,610.24,666.56,17.98,14.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 18:00:00,India,Northern India,IN-NO,614.05,670.79,17.45,14.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 19:00:00,India,Northern India,IN-NO,612.9,669.56,17.61,14.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 20:00:00,India,Northern India,IN-NO,611.35,667.88,17.82,14.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 21:00:00,India,Northern India,IN-NO,609.66,666.07,18.04,14.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 22:00:00,India,Northern India,IN-NO,609.11,665.48,18.12,14.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 23:00:00,India,Northern India,IN-NO,609.72,666.14,18.04,14.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 00:00:00,India,Northern India,IN-NO,613.17,669.84,17.57,14.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 01:00:00,India,Northern India,IN-NO,613.15,669.81,17.58,14.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 02:00:00,India,Northern India,IN-NO,596.52,652.88,19.81,16.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 03:00:00,India,Northern India,IN-NO,485.03,539.29,34.8,32.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 04:00:00,India,Northern India,IN-NO,467.07,521.02,37.22,35.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 05:00:00,India,Northern India,IN-NO,454.21,507.9,38.94,36.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 06:00:00,India,Northern India,IN-NO,431.5,484.65,41.99,39.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 07:00:00,India,Northern India,IN-NO,426.73,479.76,42.64,40.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 08:00:00,India,Northern India,IN-NO,425.74,478.73,42.77,40.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 09:00:00,India,Northern India,IN-NO,430.53,483.61,42.12,39.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
