Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,India,North Eastern India,IN-NE,351.05,441.18,21.44,21.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 01:00:00,India,North Eastern India,IN-NE,346.99,436.6,22.35,22.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 02:00:00,India,North Eastern India,IN-NE,326.01,412.92,27.04,27.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 03:00:00,India,North Eastern India,IN-NE,319.26,405.3,28.55,28.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 04:00:00,India,North Eastern India,IN-NE,316.94,402.69,29.07,29.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 05:00:00,India,North Eastern India,IN-NE,315.94,401.56,29.29,29.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 06:00:00,India,North Eastern India,IN-NE,315.81,401.41,29.32,29.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 07:00:00,India,North Eastern India,IN-NE,316.38,402.06,29.2,29.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 08:00:00,India,North Eastern India,IN-NE,317.87,403.73,28.86,28.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 09:00:00,India,North Eastern India,IN-NE,321.32,407.63,28.09,28.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 10:00:00,India,North Eastern India,IN-NE,328.21,415.4,26.55,26.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 11:00:00,India,North Eastern India,IN-NE,350.22,440.25,21.62,21.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 12:00:00,India,North Eastern India,IN-NE,351.05,441.18,21.44,21.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 13:00:00,India,North Eastern India,IN-NE,351.05,441.18,21.44,21.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 14:00:00,India,North Eastern India,IN-NE,351.05,441.18,21.44,21.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 15:00:00,India,North Eastern India,IN-NE,351.05,441.18,21.44,21.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 16:00:00,India,North Eastern India,IN-NE,351.05,441.18,21.44,21.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 17:00:00,India,North Eastern India,IN-NE,351.05,441.18,21.44,21.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 18:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 19:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 20:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 21:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 22:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 23:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 00:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 01:00:00,India,North Eastern India,IN-NE,341.42,430.46,23.27,23.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 02:00:00,India,North Eastern India,IN-NE,320.9,407.29,27.89,27.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 03:00:00,India,North Eastern India,IN-NE,314.31,399.85,29.37,29.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 04:00:00,India,North Eastern India,IN-NE,312.05,397.3,29.87,29.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 05:00:00,India,North Eastern India,IN-NE,311.07,396.19,30.1,30.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 06:00:00,India,North Eastern India,IN-NE,310.93,396.04,30.13,30.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 07:00:00,India,North Eastern India,IN-NE,311.49,396.67,30.0,30.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 08:00:00,India,North Eastern India,IN-NE,312.92,398.28,29.68,29.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 09:00:00,India,North Eastern India,IN-NE,316.26,402.05,28.93,28.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 10:00:00,India,North Eastern India,IN-NE,322.89,409.53,27.44,27.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 11:00:00,India,North Eastern India,IN-NE,344.22,433.61,22.65,22.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 12:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 13:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 14:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 15:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 16:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 17:00:00,India,North Eastern India,IN-NE,345.23,434.76,22.42,22.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
