Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 00:00:00,India,North Eastern India,IN-NE,400.91,488.24,18.26,18.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 01:00:00,India,North Eastern India,IN-NE,396.72,483.6,19.11,19.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 02:00:00,India,North Eastern India,IN-NE,375.24,459.86,23.49,23.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 03:00:00,India,North Eastern India,IN-NE,368.23,452.11,24.92,24.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 04:00:00,India,North Eastern India,IN-NE,365.82,449.45,25.41,25.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 05:00:00,India,North Eastern India,IN-NE,364.76,448.27,25.63,25.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 06:00:00,India,North Eastern India,IN-NE,364.63,448.13,25.65,25.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 07:00:00,India,North Eastern India,IN-NE,365.24,448.8,25.53,25.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 08:00:00,India,North Eastern India,IN-NE,366.8,450.53,25.21,25.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 09:00:00,India,North Eastern India,IN-NE,370.39,454.5,24.48,24.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 10:00:00,India,North Eastern India,IN-NE,377.55,462.41,23.02,23.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 11:00:00,India,North Eastern India,IN-NE,400.17,487.41,18.41,18.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 12:00:00,India,North Eastern India,IN-NE,400.91,488.24,18.26,18.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 13:00:00,India,North Eastern India,IN-NE,400.91,488.24,18.26,18.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 14:00:00,India,North Eastern India,IN-NE,400.91,488.24,18.26,18.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 15:00:00,India,North Eastern India,IN-NE,400.91,488.24,18.26,18.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
