Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,India,Eastern India,IN-EA,707.9,765.92,6.65,5.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 01:00:00,India,Eastern India,IN-EA,708.61,766.7,6.55,5.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 02:00:00,India,Eastern India,IN-EA,698.42,756.41,7.9,6.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 03:00:00,India,Eastern India,IN-EA,686.83,744.69,9.44,8.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 04:00:00,India,Eastern India,IN-EA,687.41,745.32,9.37,8.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 05:00:00,India,Eastern India,IN-EA,689.6,747.58,9.08,8.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 06:00:00,India,Eastern India,IN-EA,685.91,743.79,9.59,8.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 07:00:00,India,Eastern India,IN-EA,684.46,742.29,9.79,9.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 08:00:00,India,Eastern India,IN-EA,678.66,736.35,10.54,9.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 09:00:00,India,Eastern India,IN-EA,679.74,737.44,10.4,9.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 10:00:00,India,Eastern India,IN-EA,678.31,735.95,10.58,9.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 11:00:00,India,Eastern India,IN-EA,685.84,743.59,9.59,8.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 12:00:00,India,Eastern India,IN-EA,703.5,761.49,7.23,6.18,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 13:00:00,India,Eastern India,IN-EA,709.04,767.08,6.52,5.43,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 14:00:00,India,Eastern India,IN-EA,707.85,765.81,6.68,5.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 15:00:00,India,Eastern India,IN-EA,708.85,766.8,6.57,5.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 16:00:00,India,Eastern India,IN-EA,707.03,764.92,6.8,5.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 17:00:00,India,Eastern India,IN-EA,707.27,765.13,6.77,5.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 18:00:00,India,Eastern India,IN-EA,709.12,767.18,6.49,5.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 19:00:00,India,Eastern India,IN-EA,706.57,764.57,6.8,5.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 20:00:00,India,Eastern India,IN-EA,706.22,764.18,6.86,5.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 21:00:00,India,Eastern India,IN-EA,704.55,762.44,7.07,5.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 22:00:00,India,Eastern India,IN-EA,704.9,762.83,7.01,5.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 23:00:00,India,Eastern India,IN-EA,706.34,764.35,6.82,5.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 00:00:00,India,Eastern India,IN-EA,705.07,763.09,6.96,5.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 01:00:00,India,Eastern India,IN-EA,706.28,764.39,6.79,5.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 02:00:00,India,Eastern India,IN-EA,696.9,754.91,8.04,6.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 03:00:00,India,Eastern India,IN-EA,679.48,737.25,10.35,9.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 04:00:00,India,Eastern India,IN-EA,678.41,736.17,10.51,9.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 05:00:00,India,Eastern India,IN-EA,680.52,738.35,10.25,9.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 06:00:00,India,Eastern India,IN-EA,676.56,734.26,10.78,10.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 07:00:00,India,Eastern India,IN-EA,674.54,732.19,11.05,10.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 08:00:00,India,Eastern India,IN-EA,669.64,727.17,11.68,10.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 09:00:00,India,Eastern India,IN-EA,671.61,729.18,11.42,10.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 10:00:00,India,Eastern India,IN-EA,669.32,726.81,11.71,10.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 11:00:00,India,Eastern India,IN-EA,678.52,736.16,10.5,9.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 12:00:00,India,Eastern India,IN-EA,701.14,759.1,7.49,6.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 13:00:00,India,Eastern India,IN-EA,706.51,764.54,6.8,5.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 14:00:00,India,Eastern India,IN-EA,705.74,763.71,6.91,5.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 15:00:00,India,Eastern India,IN-EA,706.93,764.9,6.77,5.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 16:00:00,India,Eastern India,IN-EA,704.74,762.62,7.05,5.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 17:00:00,India,Eastern India,IN-EA,704.76,762.59,7.05,5.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 18:00:00,India,Eastern India,IN-EA,708.99,767.08,6.49,5.39,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 19:00:00,India,Eastern India,IN-EA,708.93,767.01,6.5,5.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 20:00:00,India,Eastern India,IN-EA,708.82,766.89,6.51,5.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 21:00:00,India,Eastern India,IN-EA,707.21,765.21,6.71,5.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 22:00:00,India,Eastern India,IN-EA,707.17,765.17,6.72,5.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 23:00:00,India,Eastern India,IN-EA,708.3,766.37,6.57,5.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
