Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,India,Eastern India,IN-EA,666.83,719.85,11.7,10.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 01:00:00,India,Eastern India,IN-EA,666.74,719.79,11.71,10.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 02:00:00,India,Eastern India,IN-EA,650.69,703.61,13.84,12.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 03:00:00,India,Eastern India,IN-EA,626.91,679.47,17.03,16.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 04:00:00,India,Eastern India,IN-EA,624.9,677.47,17.31,16.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 05:00:00,India,Eastern India,IN-EA,623.36,675.88,17.52,16.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 06:00:00,India,Eastern India,IN-EA,620.77,673.22,17.88,17.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 07:00:00,India,Eastern India,IN-EA,619.57,672.0,18.03,17.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 08:00:00,India,Eastern India,IN-EA,645.44,697.77,14.73,14.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 09:00:00,India,Eastern India,IN-EA,621.89,674.36,17.72,16.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 10:00:00,India,Eastern India,IN-EA,624.32,676.81,17.4,16.57,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 11:00:00,India,Eastern India,IN-EA,632.26,684.77,16.36,15.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-01 12:00:00,India,Eastern India,IN-EA,661.09,714.03,12.47,11.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
